date,location,fully_vaccinated,fully_vaccinated_per_hundred
2021-03-06,Vermont,61961,9.93
2021-03-07,Vermont,64474,10.33
2021-03-08,Vermont,67485,10.82
2021-03-09,Vermont,69148,11.08
2021-03-10,Vermont,69928,11.21
2021-03-11,Vermont,71639,11.48
2021-03-12,Vermont,73038,11.71
2021-03-13,Vermont,77757,12.46
2021-03-14,Vermont,77769,12.46
2021-03-15,Vermont,80189,12.85
2021-03-16,Vermont,82273,13.19
2021-03-17,Vermont,84148,13.49
2021-03-18,Vermont,86222,13.82
2021-03-19,Vermont,88186,14.13
2021-03-20,Vermont,90314,14.47
2021-03-21,Vermont,93226,14.94
2021-03-22,Vermont,94166,15.09
2021-03-23,Vermont,96754,15.51
2021-03-24,Vermont,98352,15.76
2021-03-25,Vermont,99990,16.02
2021-03-26,Vermont,102707,16.46
2021-03-27,Vermont,105283,16.87
2021-03-28,Vermont,108611,17.41
2021-03-29,Vermont,111151,17.81
2021-03-30,Vermont,114662,18.38
2021-03-31,Vermont,117656,18.86
2021-04-01,Vermont,119943,19.22
2021-04-02,Vermont,124263,19.91
2021-04-03,Vermont,133072,21.33
2021-04-04,Vermont,133803,21.44
2021-04-05,Vermont,138468,22.19
2021-04-06,Vermont,141456,22.67
2021-04-07,Vermont,142678,22.87
2021-04-08,Vermont,145510,23.32
2021-04-09,Vermont,151206,24.23
2021-04-10,Vermont,158310,25.37
2021-04-11,Vermont,163581,26.22
2021-04-12,Vermont,169769,27.21
2021-04-13,Vermont,173413,27.79
2021-04-14,Vermont,177298,28.41
2021-04-15,Vermont,181510,29.09
2021-04-16,Vermont,186187,29.84
2021-04-17,Vermont,186455,29.88
2021-04-18,Vermont,194015,31.09
2021-04-19,Vermont,197369,31.63
2021-04-20,Vermont,203358,32.59
2021-04-21,Vermont,204701,32.81
2021-04-22,Vermont,207703,33.29
2021-04-23,Vermont,209578,33.59
2021-04-24,Vermont,213558,34.22
2021-04-25,Vermont,217157,34.8
2021-04-26,Vermont,222382,35.64
2021-04-27,Vermont,224807,36.03
2021-04-28,Vermont,226800,36.35
2021-04-29,Vermont,229298,36.75
2021-04-30,Vermont,232682,37.29
2021-05-01,Vermont,236673,37.93
2021-05-02,Vermont,241701,38.73
2021-05-03,Vermont,245497,39.34
2021-05-04,Vermont,248809,39.87
2021-05-05,Vermont,250698,40.18
2021-05-06,Vermont,253677,40.65
2021-05-07,Vermont,256757,41.15
2021-05-08,Vermont,259250,41.55
2021-05-09,Vermont,266995,42.79
2021-05-10,Vermont,270812,43.4
2021-05-11,Vermont,273004,43.75
2021-05-12,Vermont,276965,44.39
2021-05-13,Vermont,279619,44.81
2021-05-14,Vermont,282876,45.33
2021-05-15,Vermont,287383,46.06
2021-05-16,Vermont,292678,46.9
2021-05-17,Vermont,296399,47.5
2021-05-18,Vermont,299815,48.05
2021-05-19,Vermont,301979,48.39
2021-05-20,Vermont,305465,48.95
2021-05-21,Vermont,313653,50.27
2021-05-22,Vermont,317242,50.84
2021-05-23,Vermont,322688,51.71
2021-05-24,Vermont,329084,52.74
2021-05-25,Vermont,331529,53.13
2021-05-26,Vermont,334376,53.59
2021-05-27,Vermont,333208,53.4
2021-05-28,Vermont,337278,54.05
2021-05-29,Vermont,341324,54.7
2021-05-30,Vermont,345799,55.42
2021-05-31,Vermont,,
2021-06-01,Vermont,351788,56.38
2021-06-02,Vermont,352977,56.57
2021-06-03,Vermont,354287,56.78
2021-06-04,Vermont,356637,57.15
2021-06-05,Vermont,360867,57.83
2021-06-06,Vermont,364639,58.44
2021-06-07,Vermont,367863,58.95
2021-06-08,Vermont,370619,59.4
2021-06-09,Vermont,371051,59.46
2021-06-10,Vermont,373214,59.81
2021-06-11,Vermont,373274,59.82
2021-06-12,Vermont,377683,60.53
2021-06-13,Vermont,382096,61.23
2021-06-14,Vermont,386230,61.9
2021-06-15,Vermont,390970,62.66
2021-06-16,Vermont,392724,62.94
2021-06-17,Vermont,394874,63.28
2021-06-18,Vermont,396281,63.51
2021-06-19,Vermont,398535,63.87
2021-06-20,Vermont,400190,64.13
2021-06-21,Vermont,401475,64.34
2021-06-22,Vermont,402130,64.45
2021-06-23,Vermont,402448,64.5
2021-06-24,Vermont,403019,64.59
2021-06-25,Vermont,403806,64.71
2021-06-26,Vermont,404532,64.83
2021-06-27,Vermont,405531,64.99
2021-06-28,Vermont,406979,65.22
2021-06-29,Vermont,408966,65.54
2021-06-30,Vermont,409254,65.59
2021-07-01,Vermont,409864,65.68
2021-07-02,Vermont,410506,65.79
2021-07-03,Vermont,411112,65.88
2021-07-04,Vermont,411698,65.98
2021-07-05,Vermont,,
2021-07-06,Vermont,412485,66.1
2021-07-07,Vermont,412648,66.13
2021-07-08,Vermont,412905,66.17
2021-07-09,Vermont,413391,66.25
2021-07-10,Vermont,413833,66.32
2021-07-11,Vermont,414351,66.4
2021-07-12,Vermont,414864,66.49
2021-07-13,Vermont,415161,66.53
2021-07-14,Vermont,415331,66.56
2021-07-15,Vermont,415717,66.62
2021-07-16,Vermont,416496,66.75
2021-07-17,Vermont,417088,66.84
2021-07-18,Vermont,417491,66.91
2021-07-19,Vermont,418085,67
2021-07-20,Vermont,418339,67.04
2021-07-21,Vermont,418480,67.07
2021-07-22,Vermont,418829,67.12
2021-07-23,Vermont,419135,67.17
2021-07-24,Vermont,419466,67.22
2021-07-25,Vermont,419810,67.28
2021-07-26,Vermont,420166,67.34
2021-07-27,Vermont,420346,67.36
2021-07-28,Vermont,420491,67.39
2021-07-29,Vermont,420798,67.44
2021-07-30,Vermont,421106,67.49
2021-07-31,Vermont,421444,67.54
2021-08-01,Vermont,421753,67.59
2021-08-02,Vermont,422092,67.64
2021-08-03,Vermont,422270,67.67
2021-08-04,Vermont,422436,67.7
2021-08-05,Vermont,422693,67.74
2021-08-06,Vermont,423070,67.8
2021-08-07,Vermont,423475,67.87
2021-08-08,Vermont,423788,67.92
2021-08-09,Vermont,424139,67.97
2021-08-10,Vermont,424362,68.01
2021-08-11,Vermont,424493,68.03
2021-08-12,Vermont,416691,66.78
2021-08-13,Vermont,417479,66.9
2021-08-14,Vermont,417827,66.96
2021-08-15,Vermont,418230,67.03
2021-08-16,Vermont,418583,67.08
2021-08-17,Vermont,418708,67.1
2021-08-18,Vermont,418883,67.13
2021-08-19,Vermont,419274,67.19
2021-08-20,Vermont,419701,67.26
2021-08-21,Vermont,420167,67.34
2021-08-22,Vermont,420672,67.42
2021-08-23,Vermont,421077,67.48
2021-08-24,Vermont,421304,67.52
2021-08-25,Vermont,421465,67.54
2021-08-26,Vermont,421851,67.61
2021-08-27,Vermont,422358,67.69
2021-08-28,Vermont,422734,67.75
2021-08-29,Vermont,423111,67.81
2021-01-12,Veterans Health,19301,
2021-01-13,Veterans Health,26487,
2021-01-14,Veterans Health,,
2021-01-15,Veterans Health,36983,
2021-01-16,Veterans Health,,
2021-01-17,Veterans Health,,
2021-01-18,Veterans Health,,
2021-01-19,Veterans Health,43469,
2021-01-20,Veterans Health,44329,
2021-01-21,Veterans Health,62996,
2021-01-22,Veterans Health,81966,
2021-01-23,Veterans Health,93168,
2021-01-24,Veterans Health,99328,
2021-01-25,Veterans Health,101396,
2021-01-26,Veterans Health,101749,
2021-01-27,Veterans Health,119254,
2021-01-28,Veterans Health,136319,
2021-01-29,Veterans Health,151793,
2021-01-30,Veterans Health,166191,
2021-01-31,Veterans Health,176655,
2021-02-01,Veterans Health,181258,
2021-02-02,Veterans Health,182677,
2021-02-03,Veterans Health,199554,
2021-02-04,Veterans Health,208498,
2021-02-05,Veterans Health,229255,
2021-02-06,Veterans Health,253303,
2021-02-07,Veterans Health,291482,
2021-02-08,Veterans Health,305197,
2021-02-09,Veterans Health,308881,
2021-02-10,Veterans Health,332704,
2021-02-11,Veterans Health,355921,
2021-02-12,Veterans Health,381365,
2021-02-13,Veterans Health,409548,
2021-02-14,Veterans Health,453043,
2021-02-15,Veterans Health,,
2021-02-16,Veterans Health,479556,
2021-02-17,Veterans Health,488912,
2021-02-18,Veterans Health,521010,
2021-02-19,Veterans Health,545078,
2021-02-20,Veterans Health,571860,
2021-02-21,Veterans Health,599755,
2021-02-22,Veterans Health,627679,
2021-02-23,Veterans Health,656399,
2021-02-24,Veterans Health,676163,
2021-02-25,Veterans Health,698669,
2021-02-26,Veterans Health,719102,
2021-02-27,Veterans Health,775917,
2021-02-28,Veterans Health,805178,
2021-03-01,Veterans Health,822571,
2021-03-02,Veterans Health,830514,
2021-03-03,Veterans Health,853672,
2021-03-04,Veterans Health,879401,
2021-03-05,Veterans Health,905414,
2021-03-06,Veterans Health,930285,
2021-03-07,Veterans Health,954657,
2021-03-08,Veterans Health,981964,
2021-03-09,Veterans Health,988084,
2021-03-10,Veterans Health,1015740,
2021-03-11,Veterans Health,1052098,
2021-03-12,Veterans Health,1088915,
2021-03-13,Veterans Health,1171560,
2021-03-14,Veterans Health,1171730,
2021-03-15,Veterans Health,1229953,
2021-03-16,Veterans Health,1241222,
2021-03-17,Veterans Health,1267151,
2021-03-18,Veterans Health,1298229,
2021-03-19,Veterans Health,1329156,
2021-03-20,Veterans Health,1356527,
2021-03-21,Veterans Health,1383672,
2021-03-22,Veterans Health,1410609,
2021-03-23,Veterans Health,1415773,
2021-03-24,Veterans Health,1440937,
2021-03-25,Veterans Health,1473258,
2021-03-26,Veterans Health,1506678,
2021-03-27,Veterans Health,1543610,
2021-03-28,Veterans Health,1580773,
2021-03-29,Veterans Health,1617504,
2021-03-30,Veterans Health,1622464,
2021-03-31,Veterans Health,1653229,
2021-04-01,Veterans Health,1689565,
2021-04-02,Veterans Health,1724653,
2021-04-03,Veterans Health,1760289,
2021-04-04,Veterans Health,1794774,
2021-04-05,Veterans Health,1814135,
2021-04-06,Veterans Health,1814592,
2021-04-07,Veterans Health,1844382,
2021-04-08,Veterans Health,1879277,
2021-04-09,Veterans Health,1906777,
2021-04-10,Veterans Health,1952898,
2021-04-11,Veterans Health,1988201,
2021-04-12,Veterans Health,2025008,
2021-04-13,Veterans Health,2029471,
2021-04-14,Veterans Health,2059214,
2021-04-15,Veterans Health,2085474,
2021-04-16,Veterans Health,2110281,
2021-04-17,Veterans Health,2136446,
2021-04-18,Veterans Health,2162987,
2021-04-19,Veterans Health,2180964,
2021-04-20,Veterans Health,2183701,
2021-04-21,Veterans Health,2203547,
2021-04-22,Veterans Health,2227328,
2021-04-23,Veterans Health,2248830,
2021-04-24,Veterans Health,2271861,
2021-04-25,Veterans Health,2293610,
2021-04-26,Veterans Health,2304733,
2021-04-27,Veterans Health,2305630,
2021-04-28,Veterans Health,2323116,
2021-04-29,Veterans Health,2343034,
2021-04-30,Veterans Health,2360111,
2021-05-01,Veterans Health,2378879,
2021-05-02,Veterans Health,2395847,
2021-05-03,Veterans Health,2403255,
2021-05-04,Veterans Health,2403336,
2021-05-05,Veterans Health,2416477,
2021-05-06,Veterans Health,2431850,
2021-05-07,Veterans Health,2445819,
2021-05-08,Veterans Health,2459856,
2021-05-09,Veterans Health,2472651,
2021-05-10,Veterans Health,2478462,
2021-05-11,Veterans Health,2478679,
2021-05-12,Veterans Health,2489319,
2021-05-13,Veterans Health,2501508,
2021-05-14,Veterans Health,2511865,
2021-05-15,Veterans Health,2523430,
2021-05-16,Veterans Health,2532838,
2021-05-17,Veterans Health,2538885,
2021-05-18,Veterans Health,2539738,
2021-05-19,Veterans Health,2547510,
2021-05-20,Veterans Health,2557157,
2021-05-21,Veterans Health,2565847,
2021-05-22,Veterans Health,2574962,
2021-05-23,Veterans Health,2583236,
2021-05-24,Veterans Health,2586270,
2021-05-25,Veterans Health,2586451,
2021-05-26,Veterans Health,2592934,
2021-05-27,Veterans Health,2600089,
2021-05-28,Veterans Health,2606445,
2021-05-29,Veterans Health,2613039,
2021-05-30,Veterans Health,2618163,
2021-05-31,Veterans Health,,
2021-06-01,Veterans Health,2618525,
2021-06-02,Veterans Health,2618550,
2021-06-03,Veterans Health,2624659,
2021-06-04,Veterans Health,2629634,
2021-06-05,Veterans Health,2633917,
2021-06-06,Veterans Health,2638424,
2021-06-07,Veterans Health,2638832,
2021-06-08,Veterans Health,2638873,
2021-06-09,Veterans Health,2642451,
2021-06-10,Veterans Health,2646640,
2021-06-11,Veterans Health,2646653,
2021-06-12,Veterans Health,2650535,
2021-06-13,Veterans Health,2654355,
2021-06-14,Veterans Health,2657881,
2021-06-15,Veterans Health,2658314,
2021-06-16,Veterans Health,2661376,
2021-06-17,Veterans Health,2664789,
2021-06-18,Veterans Health,2668232,
2021-06-19,Veterans Health,2671784,
2021-06-20,Veterans Health,2674646,
2021-06-21,Veterans Health,2674796,
2021-06-22,Veterans Health,2674806,
2021-06-23,Veterans Health,2676721,
2021-06-24,Veterans Health,2679556,
2021-06-25,Veterans Health,2682189,
2021-06-26,Veterans Health,2684776,
2021-06-27,Veterans Health,2687051,
2021-06-28,Veterans Health,2687193,
2021-06-29,Veterans Health,2687204,
2021-06-30,Veterans Health,2688911,
2021-07-01,Veterans Health,2691269,
2021-07-02,Veterans Health,2693595,
2021-07-03,Veterans Health,2695790,
2021-07-04,Veterans Health,2697766,
2021-07-05,Veterans Health,,
2021-07-06,Veterans Health,2697843,
2021-07-07,Veterans Health,2697880,
2021-07-08,Veterans Health,2700538,
2021-07-09,Veterans Health,2702631,
2021-07-10,Veterans Health,2704776,
2021-07-11,Veterans Health,2706838,
2021-07-12,Veterans Health,2706923,
2021-07-13,Veterans Health,2706958,
2021-07-14,Veterans Health,2708717,
2021-07-15,Veterans Health,2710556,
2021-07-16,Veterans Health,2712394,
2021-07-17,Veterans Health,2714227,
2021-07-18,Veterans Health,2715890,
2021-07-19,Veterans Health,2716311,
2021-07-20,Veterans Health,2716600,
2021-07-21,Veterans Health,2718347,
2021-07-22,Veterans Health,2720320,
2021-07-23,Veterans Health,2722330,
2021-07-24,Veterans Health,2724082,
2021-07-25,Veterans Health,2726052,
2021-07-26,Veterans Health,2726094,
2021-07-27,Veterans Health,2726138,
2021-07-28,Veterans Health,2727600,
2021-07-29,Veterans Health,2729571,
2021-07-30,Veterans Health,2731693,
2021-07-31,Veterans Health,2733769,
2021-08-01,Veterans Health,2736011,
2021-08-02,Veterans Health,2736248,
2021-08-03,Veterans Health,2736306,
2021-08-04,Veterans Health,2737936,
2021-08-05,Veterans Health,2739975,
2021-08-06,Veterans Health,2742037,
2021-08-07,Veterans Health,2744236,
2021-08-08,Veterans Health,2744425,
2021-08-09,Veterans Health,2744518,
2021-08-10,Veterans Health,2744535,
2021-08-11,Veterans Health,2746417,
2021-08-12,Veterans Health,2748533,
2021-08-13,Veterans Health,2750715,
2021-08-14,Veterans Health,2753029,
2021-08-15,Veterans Health,2753307,
2021-08-16,Veterans Health,2755451,
2021-08-17,Veterans Health,2755481,
2021-08-18,Veterans Health,2757693,
2021-08-19,Veterans Health,2759266,
2021-08-20,Veterans Health,2762831,
2021-08-21,Veterans Health,2765585,
2021-08-22,Veterans Health,2768259,
2021-08-23,Veterans Health,2768291,
2021-08-24,Veterans Health,2768331,
2021-08-25,Veterans Health,2770791,
2021-08-26,Veterans Health,2773472,
2021-08-27,Veterans Health,2776317,
2021-08-28,Veterans Health,2779303,
2021-08-29,Veterans Health,2781535,
2021-01-12,Virgin Islands,,
2021-01-13,Virgin Islands,,
2021-01-14,Virgin Islands,,
2021-01-15,Virgin Islands,157,0.15
2021-01-16,Virgin Islands,,
2021-01-17,Virgin Islands,,
2021-01-18,Virgin Islands,,
2021-01-19,Virgin Islands,165,0.16
2021-01-20,Virgin Islands,240,0.23
2021-01-21,Virgin Islands,294,0.28
2021-01-22,Virgin Islands,367,0.35
2021-01-23,Virgin Islands,409,0.39
2021-01-24,Virgin Islands,409,0.39
2021-01-25,Virgin Islands,415,0.4
2021-01-26,Virgin Islands,496,0.47
2021-01-27,Virgin Islands,636,0.61
2021-01-28,Virgin Islands,719,0.69
2021-01-29,Virgin Islands,889,0.85
2021-01-30,Virgin Islands,1069,1.02
2021-01-31,Virgin Islands,1088,1.04
2021-02-01,Virgin Islands,1090,1.04
2021-02-02,Virgin Islands,1262,1.21
2021-02-03,Virgin Islands,1481,1.41
2021-02-04,Virgin Islands,1975,1.89
2021-02-05,Virgin Islands,2211,2.11
2021-02-06,Virgin Islands,2505,2.39
2021-02-07,Virgin Islands,2505,2.39
2021-02-08,Virgin Islands,2515,2.4
2021-02-09,Virgin Islands,2751,2.63
2021-02-10,Virgin Islands,2956,2.82
2021-02-11,Virgin Islands,3129,2.99
2021-02-12,Virgin Islands,3287,3.14
2021-02-13,Virgin Islands,3533,3.38
2021-02-14,Virgin Islands,3558,3.4
2021-02-15,Virgin Islands,,
2021-02-16,Virgin Islands,3612,3.45
2021-02-17,Virgin Islands,3860,3.69
2021-02-18,Virgin Islands,4175,3.99
2021-02-19,Virgin Islands,4452,4.25
2021-02-20,Virgin Islands,4785,4.57
2021-02-21,Virgin Islands,4879,4.66
2021-02-22,Virgin Islands,4881,4.66
2021-02-23,Virgin Islands,5158,4.93
2021-02-24,Virgin Islands,5442,5.2
2021-02-25,Virgin Islands,5595,5.34
2021-02-26,Virgin Islands,5978,5.71
2021-02-27,Virgin Islands,6278,6
2021-02-28,Virgin Islands,6338,6.05
2021-03-01,Virgin Islands,6436,6.15
2021-03-02,Virgin Islands,6557,6.26
2021-03-03,Virgin Islands,6754,6.45
2021-03-04,Virgin Islands,7086,6.77
2021-03-05,Virgin Islands,7359,7.03
2021-03-06,Virgin Islands,7514,7.18
2021-03-07,Virgin Islands,7522,7.19
2021-03-08,Virgin Islands,7544,7.21
2021-03-09,Virgin Islands,7665,7.32
2021-03-10,Virgin Islands,7896,7.54
2021-03-11,Virgin Islands,8102,7.74
2021-03-12,Virgin Islands,8320,7.95
2021-03-13,Virgin Islands,8559,8.18
2021-03-14,Virgin Islands,8559,8.18
2021-03-15,Virgin Islands,8608,8.22
2021-03-16,Virgin Islands,8763,8.37
2021-03-17,Virgin Islands,9133,8.72
2021-03-18,Virgin Islands,9461,9.04
2021-03-19,Virgin Islands,9889,9.45
2021-03-20,Virgin Islands,10217,9.76
2021-03-21,Virgin Islands,10285,9.83
2021-03-22,Virgin Islands,10288,9.83
2021-03-23,Virgin Islands,10706,10.23
2021-03-24,Virgin Islands,11235,10.73
2021-03-25,Virgin Islands,11729,11.2
2021-03-26,Virgin Islands,12225,11.68
2021-03-27,Virgin Islands,12769,12.2
2021-03-28,Virgin Islands,12906,12.33
2021-03-29,Virgin Islands,12933,12.35
2021-03-30,Virgin Islands,13575,12.97
2021-03-31,Virgin Islands,14389,13.75
2021-04-01,Virgin Islands,15088,14.41
2021-04-02,Virgin Islands,15704,15
2021-04-03,Virgin Islands,16067,15.35
2021-04-04,Virgin Islands,16072,15.35
2021-04-05,Virgin Islands,16073,15.35
2021-04-06,Virgin Islands,16736,15.99
2021-04-07,Virgin Islands,17586,16.8
2021-04-08,Virgin Islands,18609,17.78
2021-04-09,Virgin Islands,19216,18.36
2021-04-10,Virgin Islands,19750,18.87
2021-04-11,Virgin Islands,19855,18.97
2021-04-12,Virgin Islands,19954,19.06
2021-04-13,Virgin Islands,20473,19.56
2021-04-14,Virgin Islands,21049,20.11
2021-04-15,Virgin Islands,21693,20.72
2021-04-16,Virgin Islands,22188,21.2
2021-04-17,Virgin Islands,22733,21.72
2021-04-18,Virgin Islands,22808,21.79
2021-04-19,Virgin Islands,22830,21.81
2021-04-20,Virgin Islands,23254,22.21
2021-04-21,Virgin Islands,23787,22.72
2021-04-22,Virgin Islands,24133,23.05
2021-04-23,Virgin Islands,24456,23.36
2021-04-24,Virgin Islands,24641,23.54
2021-04-25,Virgin Islands,24718,23.61
2021-04-26,Virgin Islands,24737,23.63
2021-04-27,Virgin Islands,25101,23.98
2021-04-28,Virgin Islands,25542,24.4
2021-04-29,Virgin Islands,25989,24.83
2021-04-30,Virgin Islands,26411,25.23
2021-05-01,Virgin Islands,26703,25.51
2021-05-02,Virgin Islands,26784,25.59
2021-05-03,Virgin Islands,26809,25.61
2021-05-04,Virgin Islands,27208,25.99
2021-05-05,Virgin Islands,27213,26
2021-05-06,Virgin Islands,27803,26.56
2021-05-07,Virgin Islands,28023,26.77
2021-05-08,Virgin Islands,28258,26.99
2021-05-09,Virgin Islands,28300,27.03
2021-05-10,Virgin Islands,28310,27.04
2021-05-11,Virgin Islands,28551,27.27
2021-05-12,Virgin Islands,28733,27.45
2021-05-13,Virgin Islands,28909,27.62
2021-05-14,Virgin Islands,29086,27.79
2021-05-15,Virgin Islands,29315,28
2021-05-16,Virgin Islands,29366,28.05
2021-05-17,Virgin Islands,29384,28.07
2021-05-18,Virgin Islands,29516,28.2
2021-05-19,Virgin Islands,29708,28.38
2021-05-20,Virgin Islands,29955,28.62
2021-05-21,Virgin Islands,30165,28.82
2021-05-22,Virgin Islands,30371,29.01
2021-05-23,Virgin Islands,30375,29.02
2021-05-24,Virgin Islands,30379,29.02
2021-05-25,Virgin Islands,30536,29.17
2021-05-26,Virgin Islands,30673,29.3
2021-05-27,Virgin Islands,30801,29.42
2021-05-28,Virgin Islands,31007,29.62
2021-05-29,Virgin Islands,31225,29.83
2021-05-30,Virgin Islands,31243,29.85
2021-05-31,Virgin Islands,,
2021-06-01,Virgin Islands,31251,29.85
2021-06-02,Virgin Islands,31533,30.12
2021-06-03,Virgin Islands,31679,30.26
2021-06-04,Virgin Islands,31867,30.44
2021-06-05,Virgin Islands,32062,30.63
2021-06-06,Virgin Islands,32066,30.63
2021-06-07,Virgin Islands,32077,30.64
2021-06-08,Virgin Islands,32288,30.84
2021-06-09,Virgin Islands,32468,31.02
2021-06-10,Virgin Islands,32526,31.07
2021-06-11,Virgin Islands,32620,31.16
2021-06-12,Virgin Islands,32804,31.34
2021-06-13,Virgin Islands,33009,31.53
2021-06-14,Virgin Islands,33112,31.63
2021-06-15,Virgin Islands,33280,31.79
2021-06-16,Virgin Islands,33405,31.91
2021-06-17,Virgin Islands,33586,32.08
2021-06-18,Virgin Islands,33784,32.27
2021-06-19,Virgin Islands,33881,32.37
2021-06-20,Virgin Islands,33883,32.37
2021-06-21,Virgin Islands,33891,32.38
2021-06-22,Virgin Islands,34033,32.51
2021-06-23,Virgin Islands,34283,32.75
2021-06-24,Virgin Islands,34412,32.87
2021-06-25,Virgin Islands,34598,33.05
2021-06-26,Virgin Islands,34769,33.21
2021-06-27,Virgin Islands,34771,33.22
2021-06-28,Virgin Islands,34778,33.22
2021-06-29,Virgin Islands,34884,33.32
2021-06-30,Virgin Islands,35017,33.45
2021-07-01,Virgin Islands,35112,33.54
2021-07-02,Virgin Islands,35209,33.63
2021-07-03,Virgin Islands,35330,33.75
2021-07-04,Virgin Islands,35335,33.76
2021-07-05,Virgin Islands,,
2021-07-06,Virgin Islands,35348,33.77
2021-07-07,Virgin Islands,35547,33.96
2021-07-08,Virgin Islands,35666,34.07
2021-07-09,Virgin Islands,35774,34.17
2021-07-10,Virgin Islands,35870,34.27
2021-07-11,Virgin Islands,35899,34.29
2021-07-12,Virgin Islands,35909,34.3
2021-07-13,Virgin Islands,36003,34.39
2021-07-14,Virgin Islands,36143,34.53
2021-07-15,Virgin Islands,36246,34.63
2021-07-16,Virgin Islands,36365,34.74
2021-07-17,Virgin Islands,36516,34.88
2021-07-18,Virgin Islands,36526,34.89
2021-07-19,Virgin Islands,36537,34.9
2021-07-20,Virgin Islands,36640,35
2021-07-21,Virgin Islands,36750,35.11
2021-07-22,Virgin Islands,36841,35.19
2021-07-23,Virgin Islands,36939,35.29
2021-07-24,Virgin Islands,37028,35.37
2021-07-25,Virgin Islands,37031,35.38
2021-07-26,Virgin Islands,37044,35.39
2021-07-27,Virgin Islands,37079,35.42
2021-07-28,Virgin Islands,37204,35.54
2021-07-29,Virgin Islands,37337,35.67
2021-07-30,Virgin Islands,37480,35.8
2021-07-31,Virgin Islands,37607,35.93
2021-08-01,Virgin Islands,37615,35.93
2021-08-02,Virgin Islands,37626,35.94
2021-08-03,Virgin Islands,37739,36.05
2021-08-04,Virgin Islands,37870,36.18
2021-08-05,Virgin Islands,37985,36.29
2021-08-06,Virgin Islands,38110,36.41
2021-08-07,Virgin Islands,38263,36.55
2021-08-08,Virgin Islands,38271,36.56
2021-08-09,Virgin Islands,38276,36.56
2021-08-10,Virgin Islands,38506,36.78
2021-08-11,Virgin Islands,38663,36.93
2021-08-12,Virgin Islands,38944,37.2
2021-08-13,Virgin Islands,39129,37.38
2021-08-14,Virgin Islands,39416,37.65
2021-08-15,Virgin Islands,39416,37.65
2021-08-16,Virgin Islands,39421,37.66
2021-08-17,Virgin Islands,39657,37.88
2021-08-18,Virgin Islands,39995,38.21
2021-08-19,Virgin Islands,40247,38.45
2021-08-20,Virgin Islands,40508,38.7
2021-08-21,Virgin Islands,40855,39.03
2021-08-22,Virgin Islands,40875,39.05
2021-08-23,Virgin Islands,40877,39.05
2021-08-24,Virgin Islands,41258,39.41
2021-08-25,Virgin Islands,41531,39.67
2021-08-26,Virgin Islands,41814,39.94
2021-08-27,Virgin Islands,42053,40.17
2021-08-28,Virgin Islands,42321,40.43
2021-08-29,Virgin Islands,42342,40.45
2021-01-12,Virginia,,
2021-01-13,Virginia,,
2021-01-14,Virginia,,
2021-01-15,Virginia,28164,0.33
2021-01-16,Virginia,,
2021-01-17,Virginia,,
2021-01-18,Virginia,,
2021-01-19,Virginia,35239,0.41
2021-01-20,Virginia,37679,0.44
2021-01-21,Virginia,40340,0.47
2021-01-22,Virginia,46004,0.54
2021-01-23,Virginia,49007,0.57
2021-01-24,Virginia,51170,0.6
2021-01-25,Virginia,59852,0.7
2021-01-26,Virginia,72628,0.85
2021-01-27,Virginia,79443,0.93
2021-01-28,Virginia,89645,1.05
2021-01-29,Virginia,99790,1.17
2021-01-30,Virginia,110877,1.3
2021-01-31,Virginia,118612,1.39
2021-02-01,Virginia,125933,1.48
2021-02-02,Virginia,132292,1.55
2021-02-03,Virginia,138321,1.62
2021-02-04,Virginia,146937,1.72
2021-02-05,Virginia,159239,1.87
2021-02-06,Virginia,180751,2.12
2021-02-07,Virginia,198115,2.32
2021-02-08,Virginia,209104,2.45
2021-02-09,Virginia,219823,2.58
2021-02-10,Virginia,231608,2.71
2021-02-11,Virginia,247784,2.9
2021-02-12,Virginia,273106,3.2
2021-02-13,Virginia,306484,3.59
2021-02-14,Virginia,320109,3.75
2021-02-15,Virginia,,
2021-02-16,Virginia,354097,4.15
2021-02-17,Virginia,368764,4.32
2021-02-18,Virginia,396059,4.64
2021-02-19,Virginia,459751,5.39
2021-02-20,Virginia,477252,5.59
2021-02-21,Virginia,501118,5.87
2021-02-22,Virginia,524556,6.15
2021-02-23,Virginia,540768,6.34
2021-02-24,Virginia,562296,6.59
2021-02-25,Virginia,590745,6.92
2021-02-26,Virginia,636415,7.46
2021-02-27,Virginia,668076,7.83
2021-02-28,Virginia,721028,8.45
2021-03-01,Virginia,741128,8.68
2021-03-02,Virginia,752851,8.82
2021-03-03,Virginia,773361,9.06
2021-03-04,Virginia,798930,9.36
2021-03-05,Virginia,823381,9.65
2021-03-06,Virginia,844476,9.89
2021-03-07,Virginia,863819,10.12
2021-03-08,Virginia,889474,10.42
2021-03-09,Virginia,917398,10.75
2021-03-10,Virginia,949845,11.13
2021-03-11,Virginia,985449,11.55
2021-03-12,Virginia,1016300,11.91
2021-03-13,Virginia,1047507,12.27
2021-03-14,Virginia,1066807,12.5
2021-03-15,Virginia,1088037,12.75
2021-03-16,Virginia,1103311,12.93
2021-03-17,Virginia,1116040,13.08
2021-03-18,Virginia,1135711,13.31
2021-03-19,Virginia,1159848,13.59
2021-03-20,Virginia,1178348,13.81
2021-03-21,Virginia,1201899,14.08
2021-03-22,Virginia,1223887,14.34
2021-03-23,Virginia,1233239,14.45
